"measurement_value","base_date","year","month","day","day_of_week","is_holiday","base_time","hour","category_code","category_description","unit","nx","ny","admin_district_code","city","sub_address"
3.30,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
51.00,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
12.50,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
-0.40,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
140.00,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
0.60,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.80,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
34.00,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
18.10,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
-0.40,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
171.00,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
3.30,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
3.30,2025-03-23,2025,3,23,Sunday,FALSE,"2200",22,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
44.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
14.50,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.10,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
315.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.10,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
46.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
13.50,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
-0.80,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
163.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.10,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
52.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
11.60,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
-0.20,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
149.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
0.50,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.60,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
34.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
17.90,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.30,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
186.00,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
3.10,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
3.10,2025-03-23,2025,3,23,Sunday,FALSE,"2300",23,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
44.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
15.10,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.30,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
203.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.70,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.80,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
48.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
13.20,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
-0.60,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
167.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.10,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.20,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
54.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
11.20,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
-0.50,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
90.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.60,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
32.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
17.80,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.50,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
188.00,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
3.50,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
3.50,2025-03-24,2025,3,24,Monday,FALSE,"0000",0,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
40.00,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
14.90,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
-0.50,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
99.00,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.10,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.60,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
45.00,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
13.40,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
1.20,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
199.00,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.40,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.60,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
58.00,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
10.30,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
-0.60,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
113.00,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
0.30,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.80,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
39.00,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
16.20,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
-0.30,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
171.00,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
2.40,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
2.40,2025-03-24,2025,3,24,Monday,FALSE,"0100",1,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
39.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
14.80,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
-0.10,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
166.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.80,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.80,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
46.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
13.10,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.30,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
186.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
2.80,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
2.80,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
60.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
10.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
-0.50,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
72.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
-0.10,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.60,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,WSD,WindSpeed,m/s,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
40.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,REH,Humidity,%,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,RN1,"1HourRainfall",mm,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
16.10,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,T1H,Temperature,Celsius,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.50,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,UUU,WindSpeedEastWest,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
192.00,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,VEC,WindDirection,deg,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
2.40,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,VVV,WindSpeedSouthNorth,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
2.50,2025-03-24,2025,3,24,Monday,FALSE,"0200",2,WSD,WindSpeed,m/s,86,86,"2771038000",Daegu,"Dalsung-gun, Guji-myeon"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
50.00,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,REH,Humidity,%,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,RN1,"1HourRainfall",mm,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
13.10,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,T1H,Temperature,Celsius,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,UUU,WindSpeedEastWest,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
166.00,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,VEC,WindDirection,deg,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.40,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,VVV,WindSpeedSouthNorth,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.40,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,WSD,WindSpeed,m/s,63,125,"1171064600",Seoul,"Songpa-gu, Jangji-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
43.00,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,REH,Humidity,%,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,RN1,"1HourRainfall",mm,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
13.10,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,T1H,Temperature,Celsius,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.30,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,UUU,WindSpeedEastWest,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
186.00,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,VEC,WindDirection,deg,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.10,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,VVV,WindSpeedSouthNorth,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
3.10,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,WSD,WindSpeed,m/s,53,124,"2811052000",Incheon,"Jung-gu, Yeonan-dong"
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,PTY,RainType,"0no1rain2rainSnow3snow5rainDrop6blowRainSnow7blowSnow",66,120,"4150034000",Icheon,Majang-myeon
60.00,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,REH,Humidity,%,66,120,"4150034000",Icheon,Majang-myeon
0.00,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,RN1,"1HourRainfall",mm,66,120,"4150034000",Icheon,Majang-myeon
10.10,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,T1H,Temperature,Celsius,66,120,"4150034000",Icheon,Majang-myeon
0.70,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,UUU,WindSpeedEastWest,m/s,66,120,"4150034000",Icheon,Majang-myeon
286.00,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,VEC,WindDirection,deg,66,120,"4150034000",Icheon,Majang-myeon
-0.10,2025-03-24,2025,3,24,Monday,FALSE,"0300",3,VVV,WindSpeedSouthNorth,m/s,66,120,"4150034000",Icheon,Majang-myeon
